id,level,word,competition,flag,pinyin,definition,example
19467,1,弥纶,D,0,mí lún,治理。,【例句】南朝梁・刘勰《文心雕龙・论说》：“论也者，弥纶群言，而研精一理者也。”
19468,1,怀刑,D,0,huái xíng,守法。,【例句】《论语・里仁》：“君子怀刑，小人怀惠。”
19469,1,移孔,D,0,yí kǒng,身体渐渐消瘦。,【例句】梁・沉约《与徐勉书》：“百日数旬，革带常应移孔。”
19470,1,口剌,D,0,kǒu là,嘴上不服。,【例句】明・沈德符《野获编・内阁二・华亭故相被胁》：“又顷刻数百言，谈笑风流，后来未见其比。王州其同年进士也，亦口剌而心服之。”
19471a,1,戡天,D,0,kān tiān,胜天；控制自然界。,【例句】《奴隶制时代・〈侈靡篇〉的研究》：“特别是戡天的思想，即是控制自然界使为人类服务的那种主张，这是《荀子・天论篇》的特色，也是在《侈靡篇》中贯穿着的一道红线。”
19471b,2,戡天,Y,0,kān tiān,控制大自然。,【例句】《奴隶制时代・〈侈靡篇〉的研究》：“特别是戡天的思想，即是控制自然界使为人类服务的那种主张，这是《荀子・天论篇》的特色，也是在《侈靡篇》中贯穿着的一道红线。”
19472,1,受廛,D,0,shòu chán,居地为民。,【例句】《孟子・滕文公上》：“远方之人，闻君行仁政，愿受一廛而为氓。”
19473,1,埋狱,D,0,mái yù,埋没人才。,【例句】唐・杜甫《秦州见敕目薛三璩……凡三十韵》诗：“掘剑知埋狱，捉刀见发铏。”
19474,1,树萱,D,0,shù xuān,解忧，消除忧愁。,【例句】《诗・卫风・伯兮》：“焉得谖草，言树之背。”
19475,1,蹈矩,U,0,dǎo jǔ,遵守理法。,【例句】清・尤兴《读书》诗：“间有獧介士，蹈矩不破觚。”
19476,1,捅娄子,U,0,tǒng lóu zǐ,比喻引起纠纷。,【例句】《雷雨》第四幕：“你又要给我捅楼子？”亦作“捅漏子”
19477,1,综核,U,0,zōng hé,聚总而考,【例句】《世说新语・赏誉》：“刘庆孙长才”南朝梁刘孝标注引《八王故事》：“刘舆才长综覈。”
19478,1,应声,W,0,yīng shēng,出声回答,
19479,1,雾集,U,0,wù jí,盛度。,【例句】《后汉书・儒林传上・杨伦》：“夫圣王所以听僮夫匹妇之言者，犹尘加嵩岱，雾集淮海，虽未有益，不为损也。”
19480,1,流徙,H,0,liú xǐ,四处流离迁徙，生活不安定。,【例句】《管子・侈靡》：“广其德以轻上位，不能使之而流徙。”
19481,1,施朱,N,0,shī zhū,把某个东西涂成红色，也指涂脂抹粉。,【例句】国楚宋玉《登徒子好色赋》：“臣里之美者，莫若臣东家之子……著粉则太白，施朱则太赤。”
19482,1,贯纬,W,0,guàn wěi,经历。,【例句】梁・吴均《檄江神责周穆王璧》：“昔穆王南巡，自郢徂闽，遗我文璧，佥曰此津，贯纬百纪，荐历千春，念兹文璧，故问水滨。”
19483,3,完成,W,0,wán chéng,按照要求结束。,
19484,1,超脱,W,0,chāo tuō,远离尘世。,【例句】宋・刘克庄《湖南江西道中》诗一〇首之五：“从今诗律应超脱，尽吸潇湘入肺肠。”
19485,1,藤缠,W,0,téng chán,纠缠。,【例句】《二刻拍案惊奇・卷三五》：“若只是买糖，一次便了，为何这等藤缠？里头必有原故。”
19486a,2,沦陷,W,0,lún xiàn,被攻占。,【例句】鲁迅《伪自由书・从幽默到正经》：“不幸东省沦陷，举国骚然。”
19486b,2,沦陷,X,0,lún xiàn,领土或国土被敌人占领或陷落在敌人手里，常指被敌占领一段长的时间。,【例句】鲁迅《伪自由书・从幽默到正经》：“不幸东省沦陷，举国骚然。”
19486c,2,沦陷,W,0,lún xiàn,沉没。比喻沉湎其中或国土被占领。,
19487a,2,枚举,N,0,méi jǔ,仅可取有限取值的量，或指在有限集合内通过尝试寻找解。,
19487b,2,枚举,D,0,méi jǔ,一一列举。,
19488,1,碍面子,U,0,ài miàn zi,由于情面的拘束,
19489,1,奋髯,U,0,fèn rán,抖动胡须激昂的样子,【例句】《汉书・朱博传》：“齐郡舒缓养名，博新视事，右曹掾史皆移病卧……博奋髯抵几曰：‘观齐儿欲以此为俗邪！’”唐・王维《为画人谢赐表》：“裂眥奋髯，发冲鶡冠。”
19490,3,墨,U,0,mò,贪污,
19491,2,颠踬,U,0,diān zhì,倾仆,【例句】唐・陆龟蒙《野庙碑》：“一旦有大夫之忧，当报国之日，则佪挠脆怯，颠躓窜踣，乞为囚虏之不暇。”
19492,1,窜踣,U,0,cuàn bó,急忙逃走,【例句】唐・陆龟蒙《野庙碑》：“一旦有大夫之忧，当报国之日，则佪挠脆怯，颠躓窜踣，乞为囚虏之不暇。”
19493,1,錾凿,U,0,zàn záo,凿刻,【例句】魏郦道元《水经注・江水一》：“山道广丈馀，深三四丈，其錾凿之迹犹存。”
19494,1,牡飞,U,0,mǔ fēi,门闩掉落内乱征兆,【例句】《汉书・五行志中之上》：成帝元延元年正月，长安章城门门牡自亡，函谷关次门牡亦亡……《妖辞》曰：“关动牡飞，辟为亡道臣为非，厥咎乱臣谋篡。”
19495,1,竦抃,U,0,sǒng biàn,跳跃鼓掌,【例句】《旧唐书・文苑传中・刘宪》：“敕使抚巡，人皆竦抃；忘其家业，冀此天恩。”
19496,1,矘眄,U,0,tǎng miǎn,眼睛直视,【例句】《后汉书・梁冀传》：“冀字伯卓，为人鸢肩豺目，洞精矘眄。”
19497a,2,渥眄,V,0,wò miǎn,看重，厚待。,【例句】南朝梁・庾肩吾《谢武陵王赉绢启》：“下官谬奉扁舟，暂瞻还旆，而天人渥眄，增余论之荣。”
19497b,2,渥眄,U,0,wò miǎn,厚待,【例句】南朝梁・庾肩吾《谢武陵王赉绢启》：“下官谬奉扁舟，暂瞻还旆，而天人渥眄，增余论之荣。”
19498a,2,橧庥,V,0,zēng xiū,在树上筑巢而居。,【例句】宋・岳珂《桯史・淳熙内禅颂》：“邃古之茫，赫胥、大鸿，橧庥绳书，不可攷也已。”
19498b,2,橧庥,P,0,zēng xiū,筑巢而居。比喻隐居。,【例句】宋・岳珂《桯史・淳熙内禅颂》：“邃古之茫，赫胥、大鸿，橧庥绳书，不可攷也已。”
19498c,2,橧庥,U,0,zēng xiū,巢居,【例句】宋・岳珂《桯史・淳熙内禅颂》：“邃古之茫，赫胥、大鸿，橧庥绳书，不可攷也已。”
19499,1,樛流,U,0,jiū liú,缠绕,【例句】《汉书・卷八七・扬雄传上》：“乘云蜺之旖柅兮，望昆仑以樛流。”
19500,3,鲠讦/骾讦,U,0,gěng jié,率直揭露,【例句】《新唐书・牛僧孺传》：“条指失政，其言骾讦，不避宰相。”
19501,1,枿坐,U,0,niè zuò,稳坐,【例句】唐・杜荀鹤《赠质上人》诗：“枿坐云游出世尘，兼无缾钵可随身。”
19502,1,颙俟,U,0,yóng sì,恭敬等候,【例句】《四朝闻见录・光皇命驾北内》：“止斋陈氏傅良，时为中书舍人，於百官班中顒竢上出。”
19503,1,跧蹙,U,0,quán cù,蜷缩,【例句】唐・刘禹锡《庙庭偃松诗》引：“曏之跧蹙，化为奇古。”
19504,2,搿犋,U,0,gé jù,畜力互助,【例句】李文元《婚事》：“申祥、莲妞两户的牛搿犋。”
19505a,1,咸腓,U,0,xián féi,妄动,【例句】《春芜记・忤奸》：“追思起不觉令人恨转增，一时难按心兵。我又不曾咸腓胡行，为甚的灭趾遭屯！”
19505b,2,咸腓,Y,0,xián féi,轻率、任意的行动。,【例句】《春芜记・忤奸》：“追思起不觉令人恨转增，一时难按心兵。我又不曾咸腓胡行，为甚的灭趾遭屯！”
19506,3,屠疈,U,0,tú pì,剖裂,【例句】《楚辞・天问》：“何勤子屠母”清蒋骥注：“问启能通於天为圣王，何生而屠疈其母乎？”
19507,1,摎蓼,U,0,jiū liǎo,搜索,【例句】汉・张衡《西京赋》：“逞欲畋渔，效获麑䴠。摎蓼浶浪，乾池涤薮。”
19508a,1,刓泐,U,0,wán lè,碎裂,【例句】宋・邵博《闻见后录》卷六：“至隋开皇六年，迁其石於长安，文字刓泐不可知。”
19508b,2,刓泐,D,0,wán lè,指磨损或碎裂。,【例句】宋・邵博《闻见后录》卷六：“至隋开皇六年，迁其石于长安，文字刓泐不可知。”
19509,1,挹抐,U,0,yì nè,中制,【例句】《王褒・洞箫赋》胶致理比，挹抐擫㩶。
19511,1,泚聿,U,0,cǐ yù,用毛笔蘸墨水,
19512,1,乜嬉,U,0,niè xī,眼略眯斜视,【例句】元・无名氏《神奴儿》第一折：“见孩儿撒旖旎，放娇痴，心閙吵，眼乜嬉。”
19513,3,臣妾,U,0,chén qiè,管理的意思,【例句】《孝经・孝治章》：“治家者，不敢失于臣妾，而况于妻子乎。”
19514,1,竦詟,U,0,sǒng zhé,担忧；惊惧,【例句】梁・元帝《为东宫荐石门侯启》：以人废言，诚增竦讋。
19515,1,光降,U,0,guāng jiàng,惠赐,【例句】《三国演义・第三七回》：“今得光降，大慰仰慕之私。”
19516,1,托坟,U,0,tuō fén,安葬,【例句】《三国演义・第三七回》：“今得光降，大慰仰慕之私。”
19517,1,拂煦,U,0,fú xù,送暖,【例句】《送瘟神》诗序：“微风拂煦，旭日临窗。”
19518,3,我,U,0,wǒ,杀,
19519,3,骗,U,0,piàn,超越,
19520,3,跌,U,0,diē,投掷,
19521,3,统筹,W,0,tǒng chóu,通盘规划,【例句】《太平天囯・史致谔档案》：“职道每与善后筹饷各局员绅统筹出入，未尝不叹措手之难。”
19522,1,剃光头,W,0,tì guāng tóu,指给对面0分。,
19523a,3,访问,N,0,fǎng wèn,询问、采访某个东西。,【例句】《左传・昭公元年》：“朝以听政，昼以访问。”
19523b,3,访问,W,0,fǎng wèn,带着事务去某地。,【例句】《左传・昭公元年》：“朝以听政，昼以访问。”
19524,1,效死,W,0,xiào sǐ,用尽全力，不惜献身。,【例句】《公羊传・昭公十三年》：“比之义宜乎效死不立。”
19525,1,饲喂,W,0,sì wèi,喂养。,
19526,1,委仗,W,0,wěi zhàng,凭依，依靠。,【例句】《三国志・吴志・楼玄传》：“诸吏之中，任干之事，足委仗者，无胜於楼玄。”
19527,1,赎买,W,0,shú mǎi,用钱取回抵押品。,【例句】元・关汉卿《五侯宴》第一折：“你寻些箇口衔钱赎买您娘那一纸放良书。”
19528,1,跁跒,W,0,bà qiǎ,不肯向前,【例句】唐李建勋《送八分书与友人继以诗》：“跁跒为诗跁跒书，不封将去寄仙都。”
19529a,2,洞悉,W,0,dòng xī,完全了解,【例句】《文明小史・第四八回》：“金道台在席面上极其客气，因为听说劳航芥是在外洋做过律师回来的，又是安徽抚宪聘请的顾问官，一定是学问渊深，洞悉时务，便同他问长问短，著实殷勤。”
19529b,2,洞悉,V,0,dòng xī,清楚地知道。,【例句】《文明小史・第四八回》：“金道台在席面上极其客气，因为听说劳航芥是在外洋做过律师回来的，又是安徽抚宪聘请的顾问官，一定是学问渊深，洞悉时务，便同他问长问短，著实殷勤。”
19530,1,辜榷,W,0,gū què,搜刮，收敛,【例句】《汉书・翟方进传》：“贵戚近臣子弟宾客多辜榷为奸利者。”
19532,1,摈却,X,0,bìn què,斥退。,【例句】《汉书・中山靖王刘胜传》：“今羣臣非有葭莩之亲，鸿毛之重，羣居党议，朋友相为，使夫宗室摈却，骨肉冰释。”
19533,1,胆落,X,0,dǎn luò,吓落了胆,【例句】《旧唐书・卷一六五・温造传》：“吾夜逾蔡州城擒吴元济，未尝心动，今日胆落于温御史。”
19534,1,觇候,X,0,chān hòu,窥视；侦察。,【例句】《旧唐书・卷四四・职官志三》：“都护之职，掌抚慰诸蕃，辑宁外寇，觇候奸谲，征讨携贰。”
19535,1,谄诈,Q,0,chǎn zhà,逢迎、诈伪。,【例句】《宋书・王微传》：“作人不阿谀，无缘头发见白，稍学谄诈。”
19536,1,当御,X,0,dāng yù,掌管统治。,【例句】《礼记・曲礼下》：“大夫、士去国……妇人不当御。”
19537,1,草玄,Q,0,cǎo xuán,淡于势利，潜心著述。,【例句】《汉书・扬雄传下》：哀帝时，丁、傅、董贤用事，诸附离之者或起家至二千石。时雄方草《太玄》，有以自守，泊如也。后因以草玄谓淡于势利，潜心著述。
19538,1,摛翰,X,0,chī hàn,犹摛藻。,【例句】晋・左思《魏都赋》：“抗旍则威噞秋霜，摛翰则华纵春葩。”
19539,3,蹀血,G,0,dié xuè,同“喋血”。,
19540,1,畀矜,Q,0,bì jīn,怜赐。,【例句】《书・多士》：“尔克敬，天惟畀矜尔。”
19541,1,瘳损,W,0,chōu sǔn,病逐步痊愈。,【例句】《北史・魏彭城王勰传》：“帝瘳损，自悬瓠幸邺，勰常侍坐舆辇，昼夜不离其侧。”
19542,1,低亚,W,0,dī yà,低垂。,【例句】明・凌蒙初《红拂纪・第三出》：“俺立马踟蹰，具曲坊幽静，那小门低亚。”
19543,1,佽恤,W,0,cì xù,帮助周济。,【例句】清・张惠言《先妣事略》：“邻里之穷乏来告者，未尝不佽恤也。”
19544,1,啖函,W,0,dàn hán,包含，包容。,【例句】汉・扬雄《太玄・莹》：“假哉天地，啗函启化，罔裕於玄。”
19545,1,怆恤,W,0,chuàng xù,悲伤忧虑。,宋・文莹《湘山野录》：“既而曙果以愴恤不终塲。”
19546a,3,褫气,N,0,chǐ qì,形容人慑于声威，丧失胆气。,【例句】《后汉书・党锢传论》：“举中於理，则强梁褫气。”
19546b,3,褫气,W,0,chǐ qì,慑于声威，丧失胆气。,【例句】《后汉书・党锢传论》：“举中於理，则强梁褫气。”
19547,1,驳回,W,0,bó huí,不允许（请求）；不采纳（建议）,【例句】《红楼梦・第四二回》：“我又不会这工细楼台，又不会画人物，又不好驳回，正为这个为难呢！”
19548,1,诞降,W,0,dàn jiàng,1.谓从天而降。2.降生；产生。,【例句】宋・罗大经《鹤林玉露》卷十八：“良知良能，恻隐羞恶辞让是非之端，嘉种之诞降者也。”
19549,1,荡覆,W,0,dàng fù,动摇颠覆。,【例句】《左传・襄公二十三年》毋或如叔孙侨如，欲废国常，荡覆公室。
19550,3,打勾,W,0,dǎ gōu,采购。,【例句】元・无名氏《渔樵记・第三折》：“人见我性子乖劣，都唤我做张𢠳古，三日五日去那会稽城中打勾些物件。”
19551,1,扯臊,X,0,chě sào,不顾羞耻地胡扯。,【例句】《红楼梦・第四三回》：“别扯臊！我又没叫你来，谢你什么？”
19552,1,濒于,X,0,bīn yú,意思是指临近某种坏的遭遇。,【例句】宋・叶适《宋武翼郎邵君墓志铭》：“太守极谅君无私，得免，然濒于罪矣。”
19553,1,缔婚,W,0,dì hūn,结婚。,【例句】宋・叶适《宋武翼郎邵君墓志铭》：“太守极谅君无私，得免，然濒于罪矣。”
19554,3,逼迫,W,0,bī pò,紧紧地催促；用压力促使。,【例句】李密《陈情表》：“郡县逼迫，催臣上道；州司临门，急于星火。”
19555,1,攒栾,W,0,cuán luán,聚集。,【例句】唐卢照邻《释疾文》：“余独何为兮，悲攒欒兮忧戢孴。”
19556,2,濒临,N,0,bīn lín,紧靠，临近。,
19557,1,驰誉,W,0,chí yù,声誉传得很远；驰名。,【例句】《笑傲江湖》：那华师傅是镖局中的厨子，烹饪功夫着实不差，几味冬瓜盅、佛跳墙、糟鱼、肉皮馄饨，驰誉福州，是林震南结交达官富商的本钱之一。
19558,1,擘坼,W,0,bò chè,开拆。,【例句】唐・卢仝《月蚀诗》：“封词付与小心风，颰排阊阖入紫宫。密云玉几前擘坼，奏上愚仝顽臣胸。”
19559,3,登录,W,0,dēng lù,登记、录入、列入、记载。,
19560,3,吹气,W,0,chuī qì,向外呼气,
19561,1,鄙夷,H,0,bǐ yí,轻视；看不起。,
19562,1,惭噱,W,0,cán jué,带着羞惭的心情大笑。,【例句】宋・岳珂《桯史・郑广文武诗》：“乃长吟曰：‘郑广有诗上众官，文武看来总一般。众官做官却做贼，郑广做贼却做官。’满坐惭噱。”
19563,3,褫夺,W,0,chǐ duó,夺取；剥夺。,【例句】《四世同堂》十八：“八张像蝗虫的小嘴，和十六对像铁犁的脚，就把他的学者资格永远褫夺了。”
19564,1,掇撷,W,0,duō xié,摘取。,【例句】元・吴澄《江西秋闱分韵》：“妍媸属镜鉴，蹖驳混铅黛。”
19565,1,辩驳,H,0,biàn bó,据理争辩驳斥。,【例句】明・徐榜《济南纪政・杨化记》：“藩臬二司闻之，亦拘之亲审，司道五六人各有辩驳，李氏应答不滞。”
19566,1,秉政,W,0,bǐng zhèng,执政，掌握政权,【例句】《史记・太史公自序》：“春秋之后，陪臣秉政。”
19567,1,点拨,X,0,diǎn bō,指点。,【例句】《水浒传・第四一回》：“蔡九知府已被瞒过了，却是我点拨他，教知府先干了。”
19568,1,飙车,Y,0,biāo chē,指用很快的速度行车。,
19569,1,驰逐,W,0,chí zhú,奔驰、追赶,【例句】《史记・卷六五・孙子吴起传》：“忌数与齐诸公子驰逐重射。”
19570,3,隆起,Y,0,lóng qǐ,隆起：隆起，高出其他物体之上。,【例句】《后汉书・卷五九・张衡传》：“复造候风地动仪，以精铜铸成，员径八尺，合盖隆起，形似酒尊。”
19571,1,笼罩,N,0,lǒng zhào,像笼子似地罩在上面,【例句】南朝宋・刘义庆《世说新语・品藻》：“至于斟酌时宜，笼罩当世，亦多不及。”
19572a,2,笼络,W,0,lǒng luò,拉近关系。,【例句】《宋史・卷四三五・儒林传五・胡安国传》：“自蔡京得政，士大夫无不受其笼络。”
19572b,2,笼络,H,0,lǒng luò,用手段拉拢。,【例句】《宋史・卷四三五・儒林传五・胡安国传》：“自蔡京得政，士大夫无不受其笼络。”
19573,3,流淌,N,0,liú tǎng,液体流动。,【例句】《采石矶》：“回想到自家的现在被人家虐待的境遇，眼泪只是陆陆续续的流淌下来。”
19574,1,流泻,H,0,liú xiè,流散、倾泻。,【例句】《女神・湘累》：“我知道你的心中本有无量的涌泉，想同江河一样自由流泻。”
19575,3,琉璃,W,0,liú lí,以各种颜色的人造水晶为原料，在1000多度的高温下烧制而成的稀有装饰品。,
19576,1,硫离,Y,0,liú lí,疏远隔离。,
19577,1,流睇,H,0,liú dì,转目斜视。,【例句】唐李益《莲塘驿》诗：“斜光动流睇，此意难自持。”
19578,1,留行,N,0,liú xíng,挽留，使不离去。,【例句】《孟子・公孙丑下》：“孟子去齐，宿於昼，有欲为王留行者。”
19579,3,浏览,N,0,liú lǎn,大略看看。,
19580,1,陵肆,H,0,líng sì,自高自大，任意妄为。,【例句】《后汉书・窦宪传》：“宪既负重劳，陵肆滋甚。”
19581,3,聆听,N,0,líng tīng,注意听闻。,【例句】汉杨雄《法言・五百》：“聆听前世，清视在下，鉴莫近於斯矣。”
19582,3,聆训,H,0,líng xùn,听受训教。,【例句】《淘金记》八：“她们却不能远离开她，甚至还要像聆训一样来领教的。”
19583,1,凌殄,P,0,líng tiǎn,犹消灭。,【例句】《西京杂记》卷五：“雾不寒望，浸滛被泊而已；雪不封条，凌殄毒害而已。”
19584,1,凌潮,L,0,líng cháo,犹弄潮。,【例句】唐・李群玉《广州重别方处士之封川》诗之二：“愿回凌潮檝，且著登山屐；共期罗浮秋，与子醉海色。”
19585,1,凌犯,Y,0,líng fàn,侵犯；侵扰。,【例句】晋葛洪《抱朴子・对俗》：“夫占天文之玄道，步七政之盈缩，论凌犯于既往，审崇替于将来。”
19586,1,凌牿,N,0,líng gù,欺负，压制。,【例句】梁启超《变法通议・论不变法之害》：“又欺其民之驯弱而凌牿之，虑其民之才智而束缚之，积弱陵夷，日甚一日。”
19587,1,吝啬,H,0,lìn sè,过分爱惜自己的财物，当用不用。,
19588,2,躐次,P,0,liè cì,超越次序。,【例句】宋・苏洵《上皇帝书》：“虽至正郎宜皆不听任子弟，唯其能自修饰而越録躐次以至于清显者，乃听。”
19589,2,躐级,H,0,liè jí,越级。,【例句】《教育政策私议》：“宁减缩中学之期限而使之兼程以进，而决不可放弃中学之程度而使之躐级以求也。”
19590,3,趔趄,H,0,liè qie,指走路不稳。,【例句】元・郑廷玉《后庭花》第二折：“不觉地身趔趄，不觉地醉模糊。”
19591,1,捩眼,N,0,liè yǎn,左右侧视；侧目而视。,【例句】唐・韩愈《寄崔二十六立之》诗：“四座各低面，不敢捩眼窥。”
19592,1,撂倒,H,0,liào dǎo,摔倒、弄倒。,【例句】《儿女英雄传・第四回》：“就势儿用右手轻轻的一撂，把那块石头就撂倒了。”
19593,1,撂高,Y,0,liào gāo,观察。,
19594,3,瞭望,P,0,liào wàng,站在高处向远方眺望。,【例句】《三国演义・第四〇回》：“孔明分拨已定，乃与玄德登高瞭望，只候捷音。”
19595,1,撂挑子,H,0,liào tiāo zi,比喻丢下应担负的工作，甩手不干。,【例句】《沉重的翅膀》六：“要是任何一个人，因为任何一件事不顺自己的心，就这么撂挑子躺倒不干，怎么办呢？”蒋子龙《一个女工程师的自述》：“我唯一耽心的是怕她受不了别人的风言风语，撂挑子不干了。”
19596,1,料口,J,0,liào kǒu,斗嘴。,【例句】元・关汉卿《陈母教子》第二折：“我可也不和你强枉料口，我年纪大也惭羞。”
19597,1,尥蹶子,H,0,liào juě zi,指骡马等跳起来用后腿向后踢，有时候说牲口不认真劳作。也指对工作或从事的事情失去兴趣或者有抱怨后，直接不干了。,
19598,1,獠杀,Y,0,liáo shā,捕杀；杀害。,【例句】北魏・郦道元《水经注・江水一》：“昔世祖微时，过江阳县，有一子。望气者言江阳有贵儿象，王莽求之而獠杀之。”
19599,3,劆,L,0,lián,轻刺。,
19600,2,联袂,H,0,lián mèi,手拉着手，比喻一同。,【例句】唐杜甫《暮秋遣兴呈苏涣侍御》：“市北肩舆每联袂，郭南抱瓮亦隐几。”
19601,3,攭,L,0,lì,（云气）旋转,【例句】《荀子・赋》：“忽兮其极之远也，攭兮其相逐而反也。”
19602,3,詈,H,0,lì,骂，责骂。,【例句】《战国策・秦策二》：“乃使勇士往詈齐王。”
19603,1,栗缩,K,0,lì suō,颤栗畏缩。,【例句】宋・王谠《唐语林・政事下》：“徐州军士平居自恃吞噬，及式衣袄子半臂，曳履危坐，拱乎栗缩就死，无一人敢拒者。”
19604,1,栗凿,Q,0,lì záo,握拳或弯曲手指，用突出的中指节敲人的脑袋。,【例句】《朝花夕拾》琐记中又记载：“还添加几个栗凿和骂一通”
19605,1,丽轨,W,0,lì guǐ,遵依轨范。,【例句】南朝梁江淹《建平王庆江皇后正位章》：“今靈緯載升，崇正輝典。衍教紫庭，麗軌華屋。聲激綺組，夙偃家邦。”
19606,1,历沴,Y,0,lì lì,谓器物受潮气而发霉。,【例句】《初刻拍案惊奇・卷一》：“元来北京历沴，却在七、八月。”
19607,1,理睬,N,0,lǐ cǎi,答理；对别人言行给以注意并表示态度。,【例句】《货郎旦》：“抛着他浑家不理睬，只教那媒人往来。”
19608,1,罹祸,N,0,lí huò,遭受灾祸罹祸。,【例句】《梁书・邵陵王纶传》：“溥天率土，忠臣愤慨，比屋罹祸，忠义奋发，无不抱甲负戈，冲冠裂眥。”
19609,1,罹罪,H,0,lí zuì,遭受罪罚。,【例句】宋刘义庆《世说新语・言语》：“刘公干以失敬罹罪。”
19610,1,厘定,N,0,lí dìng,整顿规定。,【例句】《论教育书》：“俟十年以往，阅历稍深，定论渐出，厘而定之，当未为晚。”
19611,1,睖巡,Q,0,lèng xún,环视,【例句】梁斌《红旗谱》五九：“朱老忠睁开眼一看，向四围睖巡了一下，说：‘甭问价钱，快上车吧！’”
19612,2,莅临,H,0,lì lín,来到；来临；光临。,
19613,1,粒食,K,0,lì shí,以谷物为食。,【例句】《礼记・王制》：“北方曰狄，衣羽毛穴居，有不粒食者矣。”
19614,1,敛襟,W,0,liǎn jīn,整理衣装。,【例句】陶渊明《九日闲居》：“敛襟独闲谣，缅焉起深情。”
19615a,2,完竣,N,0,wán jùn,某个工程或事业完成。,【例句】《儒林外史・第三九回》：“责成萧云仙用心经理，候城工完竣之后，另行保题议叙。”
19615b,2,完竣,P,0,wán jùn,（工程、事务）完成。,【例句】《儒林外史・第三九回》：“责成萧云仙用心经理，候城工完竣之后，另行保题议叙。”
19616,1,秉承,P,0,bǐng chéng,按（命令或指示）办事或处理问题。,【例句】清・朱克敬《瞑庵杂识》卷二：“草率稽查，局务之秉承终隔，则道府分办之难也。”
19617a,2,振铎,N,0,zhèn duó,摇铃，古代宣布政教法令时，用摇铃铛来警示众人。,【例句】《周礼・夏官・大司马》：“司马振铎，群吏作旗。”
19617b,2,振铎,P,0,zhèn duó,本义为摇铃，后指警示，号令之义。,【例句】《周礼・夏官・大司马》：“司马振铎，群吏作旗。”
19618,1,挤对,P,0,jǐ duì,逼迫而使屈从；使受窘。,
19619,1,毗连,P,0,pí lián,彼此相连接。,【例句】清・昭梿《啸亭杂录・木兰行围制度》：“其地毗连千里，林木葱郁，水草茂盛，故羣（群）兽聚以孳畜。”
19620,3,难挨,P,0,nán ái,不易忍受。,【例句】《乐府群珠・曲》：“良夜迢迢，更长漏永，几回梦里成姻眷，难捱这苦泪盈盈。”
19621,2,逊色,P,0,xùn sè,不及之处、比不上、差劲。,【例句】《敬告我国民》：“及其文明程度，往往视祖国犹有逊色焉。”
19622,3,迷惑,P,0,mí huò,不明事理、胸无所主。,【例句】《荀子・大略》：“故民迷惑而陷祸患，此刑罚之所以繁也。”
19623,1,舂税,P,0,chōng shuì,舂谷取利。,【例句】潘岳《闲居赋》：“池沼足以渔钓，舂税足以代耕。”
19624a,2,关毂,N,0,guān gǔ,指穿梭于车马之中。。,【例句】《礼记・杂记下》：“叔孙武叔朝，见轮人以其杖关毂而輠轮者，於是有爵而后杖也。”
19624b,2,关毂,P,0,guān gǔ,穿入车辐之间。,【例句】《礼记・杂记下》：“叔孙武叔朝，见轮人以其杖关毂而輠轮者，於是有爵而后杖也。”
19625a,2,返棹,N,0,fǎn zhào,指乘船而归。,【例句】《二刻拍案惊奇》卷六：“﹝刘老﹞办了些牲醴酒馔，重到墓间浇奠一番，哭了一场，返棹归淮安去了。”
19625b,2,返棹,P,0,fǎn zhào,乘船返回。,【例句】《二刻拍案惊奇》卷六：“﹝刘老﹞办了些牲醴酒馔，重到墓间浇奠一番，哭了一场，返棹归淮安去了。”
19626,1,摄理,P,0,shè lǐ,代理。,【例句】《左传・昭公十四年》：“士景伯如楚，叔鱼摄理。”
19627a,2,阗凑,P,0,tián còu,大量聚集。,【例句】唐・封演《封氏闻见记・惠化》：“数年之间，渔商阗凑，州境大理。”
19627b,2,阗凑,N,0,tián còu,比喻大量聚集的样子。,【例句】唐・封演《封氏闻见记・惠化》：“数年之间，渔商阗凑，州境大理。”
19628a,2,涫沸,P,0,guàn fèi,沸腾。,【例句】《楚辞・哀时命》：“愁修夜而宛转兮，气涫沸其若波。”
19628b,2,涫沸,N,0,guàn fèi,比喻沸腾的样子，也比喻混乱的样子。,【例句】《楚辞・哀时命》：“愁修夜而宛转兮，气涫沸其若波。”
19629,1,回溯,P,0,huí sù,回顾、回想。,【例句】《论联合政府》三：“为了使大家明了何以这个两条路线问题是一切中国问题的关键所在，必须回溯一下我们抗日战争的历史。”
19630a,2,鬷迈,P,0,zōng mài,会合而行。,【例句】《诗・陈风・东门之枌》：“谷旦于逝，越以鬷迈。”
19630b,2,鬷迈,N,0,zōng mài,比喻两人会合后一起行走。,【例句】《诗・陈风・东门之枌》：“谷旦于逝，越以鬷迈。”
19631,2,内讧,P,0,nèi hòng,集团内部由于权力或利益等原因，而发生争权夺利的现象。,【例句】《诗・大雅・召旻》：“天降罪罟，蟊贼内讧。”
19632,2,浸渍,P,0,jìn zì,浸在液体中泡透。,
19633a,2,央浼,N,0,yāng měi,指请求、央求他人。,【例句】元・无名氏《百花亭・第二折》：“王舍想不知我在于此处，我特特央浼你通个信去与他知道。”
19633b,2,央浼,P,0,yāng měi,恳求；请求。,【例句】元・无名氏《百花亭・第二折》：“王舍想不知我在于此处，我特特央浼你通个信去与他知道。”
